content,stars,title
"Fugindo do padrao de hoteis grandes e impessoais?  fique nessa maravilhosa pousada! vc vai se sentir realmente especial: os quartos charmosos, o chá da tarde, o café da manha caprichado, a equipe de uma atenção impressionante! recomendo sem medo!",5,Maravilhosa
"Esta pousada é excelente, está próxima do centro, dá para fazer muitas coisas a pé.",4,Superou minhas expectativas!
"O quarto é maravilhoso, assim como a localização, as louças e objetos decorativos.",5,Excelente
Ótimo atendimento! Tratamento VIP recomendo! Principalmente a casais vão amar a hospitalidade. ,4,Um bom lugar
"Foi a segunda vez que me hospedei nessa pousada , ótimo local para ficar em Gramado , atendimento exemplar , localização privilegiada no centro da cidade , estacionamento . Desta vez o único detalhe negativo que percebi , foi no café da manhã que é maravilhoso , notei que os pães não eram do dia e os bolos  repetiram .  Mesmo assim acho o melhor local para ficar em Gramado . Eu recomendo sempre.",4,Muito show
"Fiquei nesse hotel não na parte dos chalés, mas nos apartamentos! Os apartamentos são do outro lado da rua! O que mais gostei foi o custo benefício! Tem café da manhã, simples e gostoso! Sobre os quartos dos apartamentos precisam de reforma! Principalmente o 12 que fiquei! O box estava descarrilhado, uma das portas quebradas, e vazava água para banheiro! O Wi-Fi só pega no quarto perto da porta de entrada do quarto! No do fundo não pega! Cada quarto tem 2 ambientes com 2 camas cada! Ou uma cama de casal e duas de solteiro! É quentinho! Boa limpeza! Tem secador de cabelo e frigobar! Não tem cofre! Cobram taxa de turismo por dia por pessoa fora o preço do hotel! Não dá para ir a pé para centro! Recomendo um restaurante que dá para ir a pé do hotel muito gostoso: Guadalupe, é mexicano! Chuveiro com boa pressão e água quente! ",5,Ótimo custo beneficio
"Prezado Sr. Antonio, ",5,Melhor Hotel de Gramado
"Local calmo, tranquilo, um pouco afastado do centro da cidade mas que vale a pena tendo em vista o custo-beneficio. O cafe da manha com vista para o vale é espetacular!!! O atendimento e a limpeza sao impecaveis e o clima é totalmente familiar.",5,Amei
"Novo empreendimento na região das Hortências. Apartamentos com exuberante vista para o Vale do Quilombo. Acomodações amplas e confortáveis, equipadas com TV a cabo, internet gratuita, ar condicionado, frigobar e etc.",5,Perfeito
Já estivemos em Gramado várias vezes e esta pousada com certeza proporcionou a melhor estadia.,5,Fineza e atendimento sem igual
"Recepção aconchegante, suíte muito limpa e cheirosa, roupas de cama impecáveis,ausência de mofo,café da manhã maravilhoso e chá da tarde inevitável. Todos os atendentes muito,muito educados. ",5,Charme em Gramado
"Com certeza uma ótima opção para passar os dias na serra gaucha. Atendimento familiar, cabanas bem aconchegantes, com lareira, camas confortáveis, chuveiro muito bom. Local super tranquilo. Retornaremos com certeza!",5,Muito bom
"O Hotel Cabana Jardim de Flores é lindo, bem localizado na cidade de Gramado, os funcionários são muito atenciosos, café da manhã maravilhoso e as cabanas limpas, organizadas. Preço acessível. Super recomendo!",5,Custo benefício muito bom
"Bem localizado. Funcionários atenciosos, recebemos muitas dicas de lugares pra visitar, lugar limpo e tranquilo, todos os dias as toalhas são trocadas, o café é muito bom. A cabana que fiquei estava perfeita, banheiro havia sido reformado. Recomendo!",4,Café da manhã é o ponto alto!
"Indicamos a todos essa maravilhosa Pousada, sempre muito bem atendidos e nos sentimos em casa.",5,Excelente 
"Confortável, organização e capricho excepcional, zelo com os hóspedes, excelente atendimento. O preço é um pouco salgado. Tudo com muito bom gosto. O chá no quarto antes de dormir é um charme, café da manhã bem servido e em mesas individuais e o chá da tarde fazem a diferença. Pretendo retornar e recomendo, vale a pena!",5,Excepcional
"A pousada é um charme. Quartos amplos, bem equipados, limpos e confortáveis.",5,Fantástico!
"Excelente localização. Melhor atendimento que já tive, pousada linda, quarto perfeito e refeições fantásticas. Anderson e Paulo atenderam de maneira incrível! Atendimento feito pelo Paulo e principalmente pelo Anderson foram sensacionais. Próximo do centro e com uma calmaria enorme. O chá de maça e os bolos são deliciosos.",5,Simplesmente o charme
"Pousada com ambiente familiar, aconchegante, organizada e charmosa. O pessoal é muito atencioso e as instalações impecáveis. É muito próxima da Borges de Medeiros, perto de muitas atrações de Gramado. Recomendo! ",5,Bodas 
"Agradecemos ao Paulo, Felipe, Anderson ao excelente atendimento que tivemos em nossas férias de julho.Foram momentos muito agradáveis que não vamos esquecer.",5,Muita simpatia e conforto!
Uma pousada aconchegante com uma decoração de peças antigas em toda parte  as quais fiquei apaixonada. ,5,Excelente atendimento
"A pousada é simplesmente excelente! Conseguem unir luxo, sofisticação com simplicidade e hospitalidade. Os funcionários conquistam a sua amizade com a simpatia. Cada detalhe parece que foi pensado pra receber você. O lugar é uma delícia!!!",5,lugar charmoso e acolhedor! equipe atenciosiossima
"A Pousada possui o seguinte: excelente atendimento, bom café da manhã, brunch da tarde, instalações bem conservadas, quarto bem confortável, banheiro com boa ducha e boa localização. Recomendo para casais, porque a pousada tem instalações com muito bom gosto e silenciosa.",5,Dia dos namorados 
"local maravilhoso, tranquilo e calmo. ficamos num apartamento. tinha ante sala, banheiro com chuveiro grande e quentinho e um quarto maravilhoso, que, inclusive, apresentava um mesanino que acomoda, perfeitamente, pelo menos mais 4 pessoas.",5,Final de semana na serra
"Muito boa , excelente atendimento,",5,Inesquecível
"Nos hospedamos junto com amigos em um dos apartamentos no terceiro andar e quando ligamos o split, o mesmo não funcionava, reclamamos, tentaram concertar mas não foi possível e não tiveram como nos trocar de quarto sob alegação de que o hotel estava lotado. Deixamos uma reclamação na recepção mas até o momento não tivemos qualquer tipo de manifestação.",5,Melhor custo beneficio
"Excelente localização, quarto confortável, ambiente aconchegante, staff atencioso, chá das cinco muito bom. Muito recomendado para casais que querem tranquilidade e fica muito próximo ao centro de Gramado. São poucos quartos com atendimento quase indivifualizado",4,Aconchegante
"Fomos as escuras, sem nenhum indicação e poucas avaliações, mas tivemos uma grata surpresa! Hotel limpo, equipe gentil, dono disponível, recreação ativa e atividades que minha filha de 2 anos também pode participar. Retornaremos e indicaremos",5,07 de setembro 
"Amamos a pousada..  Mtoo aconchegante, limpa e organizada. Atendimento maravilhoso. Com certeza qdo voltarmos a gramado fic",5,Parabéns
"Ótimo lugar,",4,Lindo e acolhedor!
"Pousada simples, confortável, aconchegante, com boa localização em rua residencial e silenciosa, mas próxima ao comércio. ",5,"ótima localização, atendimento e acomodação excelente"
Já é a 4a vez que me hospedo lá e sempre sou mt bem atendida...adoro chegar do jantar e ter meu chá quente preparado no quarto!!!,4,Aconchegante e silenciosa
"Pousada em local tranquilo, excelente atendimento (atendente chama o hóspede pelo nome inclusive) acomodações bem acolhedoras, sistema de aquecimento eficiente, café de manhã e chá da tarde satisfatórios!",4,muito bom!
"Muito confortável, capricho excepcional, cuidado com os hóspedes, nada a me queixar. Só achei o preço um pouco salgado. Mas realmente tudo lá é de muito bom gosto. O chazinho no quarto antes de dormir, café da manhã servido em mesas individuais e chá da tarde são diferencias com certeza. Retornarei e recomendo!",5,"Conforto, Simpatia e Ótima Localização"
"A pousada é extremamente bem localizada, fora do barulho nos idas mais movimentados de gramado e a uma caminhada agradável dos principais pontos no centro da cidade. O proprietário e os colaboradores são muito educados e fazem você se sentir muito a vontade no local. O café é gostoso, com boas opções de comidas frescas. O quarto tem um tamanho bom e o chuveiro é ótimo. Voltaremos!",5,Posada Florença em Gramado
"Muito obrigada por sua avaliação, É uma alegria saber que proporcionamos uma excelente hospedagem!",5,Excelente atendimento e quartos super limpos
"Obrigada por sua avaliação, Ficamos muito felizes em saber que estamos atingindo nosso objetivo de proporcionar uma excelente hospedagem.",5,Incrível
Ficamos muito felizes com a sua avaliação! Obrigada!,5,Excelente Estadia
"Obrigada por sua avaliação, Ficamos muito felizes em saber que correspondemos a sua expectativa e proporcionamos uma excelente hospedagem! Nossa direção já está ciente deste defeito citado e já estamos providenciando a correção! Obrigada!",4,Conforto e ótima localização
"É uma satisfação saber que sua estada foi impecável, nossa equipe cuida de cada detalhe com muito carinho e dedicação para que nossos hóspedes sintam-se únicos e garantir momentos memoráveis. Foi uma alegria participar da comemoração do aniversário da sua filha!  Obrigada por sua avaliação!",5,Hospedagem impecável
"Obrigada por sua avaliação, Ficamos muito felizes em saber que estamos atingindo nosso objetivo de proporcionar uma excelente hospedagem.",5,Ótimo hotel!
"Avaliações detalhadas e carinhosas como a sua fazem com que todos nós nos sintamos acarinhados e o nosso trabalho reconhecido. É uma satisfação saber que sua estada foi excelente, nossa equipe cuida de cada detalhe com muito carinho e dedicação para encantar nossos hóspedes e garantir momentos memoráveis. Suas palavras nos servem de motivação para que continuemos nos esforçando diariamente para oferecer o melhor serviço possível. E na próxima espero que fiquem todo o período das férias conosco (kkk) Obrigada!",5,"Excelência, isso define o Micheline!!!"
Ficamos muito felizes com a sua avaliação! Obrigada!,5,Delicadeza
"Obrigada por sua avaliação, Ficamos muito felizes em receber vocês! ",5,Super recomendo
"Excelente pousada, ótimas instalações, café da manhã delicioso, tudo feito com muito cuidado e carinho. O atendimento é ótimo, e os proprietários são muito atenciosos e preocupados em oferecer o melhor aos hóspedes. Recomendo!!!",5,MELHOR POUSADA
"Estive com minha esposa no feriado de Corpus Christi (2013) com minha esposa, lugar muito aconchegante, mega sossego, pousada toda rústica, quarto maravilhoso, o café da manhã espetacular com o atendimento do Anderson e o atendimento do Felipe também no turno da noite sempre levando o chá, a limpeza e os detalhes do banheiro impecável, tratamento como se fôssemos da família. A localização melhor impossível, numa rua lateral no centro longe do barulho mas não da movimentação, dá para fazer tudo a pé curtindo o local onde os melhores locais estão em volta. Grande abraço a família Florença e com certeza quando voltar a Gramado será meu local de hospedagem. Abs Fernando e Valéria.",5,Excelente
"Obrigada por sua avaliação, É uma alegria saber que proporcionamos uma excelente hospedagem!",5,Perfeito
"Obrigada por sua avaliação, lamentamos os fatos ocorridos e levaremos seus comentários à direção para que possamos melhorar ainda mais.",3,"Bom hotel, mas poderia ser melhor!"
